SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Retention_Action
0,4,33.65,137.85,1,27.57,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7089558738037838,134.6,50.1,Medium,Welcome Offer + Personalized Email
0,36,55.8,1941.5,0,52.472972972972975,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.172865622174269,2008.8,19.15,Low,Regular Promotional Email
0,50,39.7,1932.75,0,37.89705882352941,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.14081043988417646,1985.0000000000002,16.82,Low,Regular Promotional Email
0,48,29.5,1423.05,0,29.04183673469388,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.2553159233372068,1416.0,22.84,Low,Regular Promotional Email
0,50,20.15,970.85,0,19.03627450980392,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.0298134687589506,1007.4999999999999,5.62,Low,Regular Promotional Email
0,72,79.55,5810.9,0,79.60136986301369,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0.03477991529394309,5727.599999999999,22.53,Low,Loyalty Rewards + Thank You Coupon
0,10,24.8,223.9,0,20.354545454545452,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.2168560064244066,248.0,16.05,Low,Regular Promotional Email
0,18,19.65,391.7,0,20.61578947368421,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.1722055681499654,353.7,13.3,Low,Regular Promotional Email
0,1,79.95,79.95,1,39.975,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.9272782296660548,79.95,65.19,High,15% Discount + Loyalty Points
0,1,19.3,19.3,1,9.65,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.5667232469216474,19.3,39.74,Low,Regular Promotional Email
0,9,94.05,811.65,0,81.16499999999999,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.8379320212221333,846.4499999999999,61.63,High,20% Discount
0,2,90.75,174.75,0,58.25,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.6728704224272073,181.5,47.74,Medium,Welcome Offer + Personalized Email
0,40,78.85,3126.85,0,76.26463414634146,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.4818900455415578,3154.0,44.8,Medium,10% Discount + Plan Upgrade Recommendation
0,69,99.5,6841.45,0,97.735,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.30774741225673746,6865.5,45.63,Medium,10% Discount + Plan Upgrade Recommendation
0,37,99.2,3754.6,1,98.80526315789471,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0.585880069137177,3670.4,53.89,Medium,10% Discount + Plan Upgrade Recommendation
0,18,80.55,1406.65,0,74.03421052631579,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5533823567817406,1449.8999999999999,43.82,Medium,10% Discount + Plan Upgrade Recommendation
1,11,70.2,834.7,0,69.55833333333334,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7770777195159649,772.2,57.1,Medium,Welcome Offer + Personalized Email
0,8,85.2,627.4,1,69.71111111111111,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.8373022303640074,681.6,61.0,High,20% Discount
0,3,75.25,242.0,1,60.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8158432223332526,225.75,57.9,Medium,Welcome Offer + Personalized Email
0,55,59.45,3157.0,0,56.375,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.17713013365732824,3269.75,23.87,Low,Regular Promotional Email
0,33,93.35,3092.0,0,90.94117647058825,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6367596196893763,3080.5499999999997,55.38,Medium,10% Discount + Plan Upgrade Recommendation
0,46,44.95,2168.9,0,46.1468085106383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25368273229321076,2067.7000000000003,25.01,Low,Regular Promotional Email
0,34,26.1,980.35,0,28.01,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.08315133051324074,887.4000000000001,8.93,Low,Regular Promotional Email
0,3,20.2,65.95,0,16.4875,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.3077074287315192,60.599999999999994,21.75,Low,Regular Promotional Email
0,30,21.25,711.9,0,22.96451612903226,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.04730684403307733,637.5,5.55,Low,Regular Promotional Email
0,33,59.4,1952.8,0,57.43529411764706,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.15659217992085414,1960.2,17.84,Low,Regular Promotional Email
0,45,95.0,4368.85,0,94.975,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0.31031101254830257,4275.0,36.72,Low,Regular Promotional Email
0,40,61.9,2647.1,0,64.56341463414634,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.1662634874237328,2476.0,20.33,Low,Regular Promotional Email
0,71,118.65,8477.6,0,117.74444444444444,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.12441896275613201,8424.15,38.27,Low,Loyalty Rewards + Thank You Coupon
0,1,54.35,54.35,1,27.175,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7496070708850152,54.35,52.66,Medium,Welcome Offer + Personalized Email
0,72,64.45,4528.0,0,62.02739726027397,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.014256201657375749,4640.400000000001,17.28,Low,Regular Promotional Email
0,22,80.15,1790.65,0,77.85434782608696,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.6935131409405667,1763.3000000000002,54.73,Medium,10% Discount + Plan Upgrade Recommendation
0,46,20.2,845.6,0,17.99148936170213,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.031617542209544866,929.1999999999999,5.47,Low,Regular Promotional Email
0,55,21.0,1210.3,0,21.6125,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.02075984877828901,1155.0,5.51,Low,Regular Promotional Email
0,1,20.45,20.45,0,10.225,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.4931487695015549,20.45,34.59,Low,Regular Promotional Email
0,12,75.85,854.45,0,65.72692307692309,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0.4098152699204514,910.1999999999999,31.88,Low,Regular Promotional Email
0,31,80.45,2429.1,0,75.909375,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7176022952366939,2493.9500000000003,58.98,Medium,10% Discount + Plan Upgrade Recommendation
0,5,24.95,100.4,1,16.733333333333334,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.776634885333205,124.75,54.8,Medium,Welcome Offer + Personalized Email
0,67,75.5,5229.45,0,76.90367647058824,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0.21775198851021457,5058.5,32.99,Low,Loyalty Rewards + Thank You Coupon
0,1,44.45,44.45,0,22.225,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6964022209268955,44.45,48.9,Medium,Welcome Offer + Personalized Email
0,40,42.35,1716.45,1,41.864634146341466,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.4535646800349871,1694.0,37.69,Low,Regular Promotional Email
0,41,74.55,3023.55,0,71.98928571428571,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.21754718829334904,3056.5499999999997,25.95,Low,Regular Promotional Email
0,1,75.3,75.3,1,37.65,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9313313472242895,75.3,65.46,High,15% Discount + Loyalty Points
0,51,94.8,4837.6,1,93.03076923076924,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.4853414104017047,4834.8,50.94,Medium,10% Discount + Plan Upgrade Recommendation
0,42,48.15,2032.3,0,47.26279069767442,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.05632247746580498,2022.3,11.04,Low,Regular Promotional Email
0,23,19.65,436.9,0,18.204166666666666,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.01909582976222317,451.95,2.92,Low,Regular Promotional Email
1,1,70.55,70.55,1,35.275,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9008497425704906,70.55,63.31,High,15% Discount + Loyalty Points
0,1,20.15,20.15,0,10.075,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.6343934272188918,20.15,44.48,Medium,Welcome Offer + Personalized Email
0,56,106.6,5893.95,0,103.40263157894736,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.44470582352268745,5969.599999999999,52.08,Medium,10% Discount + Plan Upgrade Recommendation
0,15,91.0,1430.05,0,89.378125,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.7705594467239412,1365.0,58.73,Medium,10% Discount + Plan Upgrade Recommendation
0,12,25.4,313.0,0,24.07692307692308,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0.09528676815161002,304.79999999999995,7.74,Low,Regular Promotional Email
0,54,69.95,3871.85,0,70.39727272727272,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0498625164743959,3777.3,16.74,Low,Regular Promotional Email
0,7,66.85,458.1,0,57.2625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.5679256105886306,467.94999999999993,41.4,Medium,Welcome Offer + Personalized Email
0,33,86.15,2745.7,1,80.75588235294117,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.6296382761208518,2842.9500000000003,54.05,Medium,10% Discount + Plan Upgrade Recommendation
0,16,20.15,341.35,0,20.079411764705885,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.1935577652600392,322.4,14.68,Low,Regular Promotional Email
0,21,64.85,1336.8,0,60.76363636363636,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.18735964750390652,1361.85,17.89,Low,Regular Promotional Email
1,30,74.85,2181.75,0,70.37903225806451,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.2580187586571685,2245.5,25.94,Low,Regular Promotional Email
0,3,50.5,147.75,0,36.9375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.6100647224627913,151.5,43.24,Medium,Welcome Offer + Personalized Email
0,11,72.9,818.45,0,68.20416666666667,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6520009051997151,801.9000000000001,48.45,Medium,Welcome Offer + Personalized Email
0,62,115.05,7133.45,0,113.22936507936508,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.3338095815974974,7133.099999999999,48.4,Medium,10% Discount + Plan Upgrade Recommendation
0,18,19.0,348.8,0,18.357894736842105,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.19722727113611452,342.0,15.01,Low,Regular Promotional Email
0,6,19.55,128.6,0,18.37142857142857,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.11709432841303084,117.30000000000001,8.61,Low,Regular Promotional Email
0,46,101.1,4674.4,0,99.45531914893616,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.5575769331715558,4650.599999999999,55.35,Medium,10% Discount + Plan Upgrade Recommendation
0,21,84.1,1737.45,0,78.97500000000001,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.7722874440098433,1766.1,60.26,High,20% Discount
0,68,24.15,1498.85,0,21.72246376811594,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0.03631029843216561,1642.1999999999998,8.3,Low,Regular Promotional Email
0,1,50.1,50.1,0,25.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7566253495752605,50.1,53.14,Medium,Welcome Offer + Personalized Email
0,25,74.6,1797.75,0,69.14423076923077,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6352026190659651,1864.9999999999998,51.01,Medium,10% Discount + Plan Upgrade Recommendation
0,24,19.75,498.1,0,19.924,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.04634664992715943,474.0,4.91,Low,Regular Promotional Email
0,30,85.0,2624.25,1,84.65322580645162,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.7426840128518633,2550.0,60.94,High,20% Discount
0,2,80.55,184.1,1,61.36666666666667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.8471600144427259,161.1,59.87,Medium,Welcome Offer + Personalized Email
0,51,106.8,5498.8,0,105.74615384615385,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.506428706003624,5446.8,54.56,Medium,10% Discount + Plan Upgrade Recommendation
0,57,84.5,4845.4,0,83.54137931034482,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.10333853428270472,4816.5,24.13,Low,Regular Promotional Email
0,15,25.05,369.1,0,23.06875,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.12575486100714747,375.75,10.12,Low,Regular Promotional Email
0,72,83.7,6096.9,0,83.51917808219177,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.013354067944168406,6026.400000000001,22.08,Low,Loyalty Rewards + Thank You Coupon
0,2,75.8,160.75,1,53.583333333333336,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8543173575331847,151.6,60.33,High,15% Discount + Loyalty Points
0,28,96.6,2684.35,0,92.56379310344828,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4861832998613116,2704.7999999999997,43.52,Medium,10% Discount + Plan Upgrade Recommendation
1,29,98.5,3004.15,1,100.13833333333334,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.8200862353170447,2856.5,67.43,High,20% Discount
0,70,101.1,6994.8,0,98.51830985915493,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.08756192610746881,7077.0,30.96,Low,Loyalty Rewards + Thank You Coupon
0,13,20.2,273.25,0,19.517857142857142,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.06914353650465892,262.59999999999997,5.76,Low,Regular Promotional Email
1,59,94.05,5483.9,0,91.39833333333333,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.24655748104070535,5548.95,36.73,Low,Loyalty Rewards + Thank You Coupon
1,13,95.25,1233.65,1,88.11785714285715,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.8763726178982238,1238.25,65.69,High,20% Discount
1,7,74.4,527.9,1,65.9875,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.8271607142608308,520.8000000000001,59.73,Medium,Welcome Offer + Personalized Email
0,62,81.0,4985.9,0,79.14126984126983,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.04831061154559211,5022.0,21.0,Low,Loyalty Rewards + Thank You Coupon
0,21,60.25,1258.35,0,57.19772727272727,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.23925797036696878,1265.25,21.19,Low,Regular Promotional Email
0,2,60.85,111.4,0,37.13333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.6655612238409777,121.7,47.02,Medium,Welcome Offer + Personalized Email
0,1,43.95,43.95,0,21.975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6829679245101202,43.95,47.96,Medium,Welcome Offer + Personalized Email
0,4,86.05,308.1,0,61.620000000000005,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.7573658488369398,344.2,54.22,Medium,Welcome Offer + Personalized Email
0,19,20.25,383.65,0,19.1825,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.07895513255523737,384.75,6.88,Low,Regular Promotional Email
0,30,85.15,2555.9,1,82.4483870967742,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.6634602845790174,2554.5,55.41,Medium,10% Discount + Plan Upgrade Recommendation
0,67,19.4,1284.2,0,18.88529411764706,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.03275115574022833,1299.8,6.85,Low,Regular Promotional Email
1,72,102.65,7550.3,0,103.42876712328768,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0.14284922471761657,7390.8,35.93,Low,Loyalty Rewards + Thank You Coupon
0,53,19.9,1110.05,0,20.55648148148148,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.03755819349538936,1054.6999999999998,6.33,Low,Regular Promotional Email
0,5,19.55,99.6,0,16.599999999999998,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.15106609677534907,97.75,10.92,Low,Regular Promotional Email
1,71,95.5,6707.15,0,93.1548611111111,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.13895890463235447,6780.5,33.52,Low,Loyalty Rewards + Thank You Coupon
0,50,84.15,4164.4,0,81.6549019607843,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.23402990013492111,4207.5,31.15,Low,Regular Promotional Email
0,56,103.2,5873.75,0,103.04824561403508,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.3201214160269828,5779.2,42.69,Medium,10% Discount + Plan Upgrade Recommendation
0,2,50.2,109.25,0,36.41666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.6458332182709016,100.4,45.56,Medium,Welcome Offer + Personalized Email
1,2,88.55,179.25,1,59.75,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.9139576764673935,177.1,64.6,High,20% Discount
0,24,54.75,1338.15,1,53.526,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4377905715461396,1314.0,35.26,Low,Regular Promotional Email
0,46,19.95,862.4,0,18.348936170212767,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.009597334830978424,917.6999999999999,3.89,Low,Regular Promotional Email
0,71,116.25,8564.75,0,118.95486111111111,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.11503382397449093,8253.75,37.01,Low,Loyalty Rewards + Thank You Coupon
0,29,31.2,926.2,0,30.87333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.410967621368584,904.8,31.94,Low,Regular Promotional Email
0,69,24.45,1718.2,0,24.545714285714286,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.006919428537456693,1687.05,6.4,Low,Regular Promotional Email
0,71,84.2,5956.85,0,82.73402777777778,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.027549791347640577,5978.2,22.9,Low,Loyalty Rewards + Thank You Coupon
1,1,91.3,91.3,1,45.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.9277138906969552,91.3,65.26,High,20% Discount
1,56,85.65,4824.45,0,84.63947368421053,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.0725229241820981,4796.400000000001,21.91,Low,Regular Promotional Email
0,56,21.2,1238.65,0,21.730701754385965,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.055093262652684924,1187.2,8.02,Low,Regular Promotional Email
0,1,79.5,79.5,1,39.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.9306246602269083,79.5,65.42,High,15% Discount + Loyalty Points
0,28,25.55,672.2,0,23.179310344827588,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.10690789587165056,715.4,9.99,Low,Regular Promotional Email
0,19,20.2,382.2,0,19.11,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.11536064208851095,383.8,9.42,Low,Regular Promotional Email
0,66,63.85,4264.6,0,63.650746268656725,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2372479107414689,4214.1,31.39,Low,Regular Promotional Email
0,17,61.95,1070.7,0,59.48333333333333,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.24974777619162508,1053.15,21.18,Low,Regular Promotional Email
0,52,25.75,1345.85,0,25.39339622641509,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.015107089804410272,1339.0,5.76,Low,Regular Promotional Email
0,19,58.2,1045.25,0,52.2625,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.2833843912138358,1105.8,23.72,Low,Regular Promotional Email
0,36,85.85,3003.55,0,81.17702702702704,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0.3370297604101779,3090.6,34.44,Low,Regular Promotional Email
1,7,70.1,467.55,1,58.44375,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.7761465751535422,490.69999999999993,56.05,Medium,Welcome Offer + Personalized Email
0,72,104.9,7537.5,0,103.25342465753424,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0.23441820846206038,7552.8,42.91,Medium,10% Discount + Plan Upgrade Recommendation
0,67,111.3,7482.1,1,110.03088235294118,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0.33641223691723154,7457.099999999999,49.71,Medium,10% Discount + Plan Upgrade Recommendation
1,34,99.85,3343.15,0,95.51857142857143,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.5037052675502326,3394.8999999999996,47.17,Medium,10% Discount + Plan Upgrade Recommendation
1,57,95.25,5427.05,1,93.5698275862069,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.5122566267959276,5429.25,54.91,Medium,10% Discount + Plan Upgrade Recommendation
0,7,86.25,587.1,1,73.3875,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0.864350978869371,603.75,62.62,High,20% Discount
1,1,100.8,100.8,1,50.4,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.9436652048068288,100.8,66.41,High,20% Discount
0,8,19.55,161.15,0,17.905555555555555,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.22891288142681754,156.4,16.57,Low,Regular Promotional Email
