SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,predicted_churn,Churn_Probability,Customer_Grade,Retention_Action
0,22,24.85,493.4,0,21.45217391304348,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.1519866638885306,Grade E (Safe),No Action Required
1,52,49.15,2550.9,1,48.130188679245286,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.560411059540287,Grade C (Medium Risk),Offer 10% Discount
1,65,110.35,7246.15,0,109.7901515151515,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.3310580631912199,Grade D (Low Risk),Send Personalized Email
0,48,24.55,1203.95,0,24.570408163265306,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.09014517979919168,Grade E (Safe),No Action Required
0,2,34.7,62.25,1,20.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.8513711920817857,Grade B (High Risk),Offer 15% Discount
0,3,107.95,313.6,0,78.4,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0.7525577105508614,Grade B (High Risk),Offer 15% Discount
0,45,81.4,3775.85,0,82.08369565217392,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45999843851116223,Grade D (Low Risk),Send Personalized Email
0,1,80.0,80.0,1,40.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.8969069463938966,Grade B (High Risk),Offer 15% Discount
0,61,73.8,4616.05,0,74.45241935483871,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.0574567016775176,Grade E (Safe),No Action Required
0,3,64.4,195.65,0,48.9125,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.4115255801586445,Grade D (Low Risk),Send Personalized Email
1,40,103.75,4188.4,0,102.1560975609756,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0.47440339041778173,Grade D (Low Risk),Send Personalized Email
0,1,71.1,71.1,0,35.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8850534155267328,Grade B (High Risk),Offer 15% Discount
0,1,49.9,49.9,0,24.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.7296643252880882,Grade C (Medium Risk),Offer 10% Discount
0,51,24.6,1266.4,0,24.35384615384616,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.08290828380219431,Grade E (Safe),No Action Required
1,2,49.25,91.1,1,30.366666666666664,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8413315724024495,Grade B (High Risk),Offer 15% Discount
0,52,30.1,1623.4,0,30.63018867924529,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.33324402632998706,Grade D (Low Risk),Send Personalized Email
0,51,83.4,4149.45,0,79.79711538461538,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5090136580951409,Grade C (Medium Risk),Offer 10% Discount
0,1,20.45,20.45,0,10.225,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.48066832651700914,Grade D (Low Risk),Send Personalized Email
0,31,75.25,2344.5,0,73.265625,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0.21668150279120924,Grade E (Safe),No Action Required
0,47,20.55,1013.05,0,21.105208333333334,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.020178424283080747,Grade E (Safe),No Action Required
0,3,75.1,270.7,1,67.675,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.8538153802981509,Grade B (High Risk),Offer 15% Discount
1,22,20.05,417.0,0,18.130434782608692,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.05075792582716462,Grade E (Safe),No Action Required
0,1,20.65,20.65,0,10.325,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0.6659038202842048,Grade C (Medium Risk),Offer 10% Discount
0,72,85.15,6316.2,0,86.52328767123288,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.03395483337692917,Grade E (Safe),No Action Required
0,3,50.15,168.15,1,42.0375,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7824792682978574,Grade B (High Risk),Offer 15% Discount
1,47,84.95,4018.05,0,83.70937500000001,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.33678344656696074,Grade D (Low Risk),Send Personalized Email
0,72,66.5,4811.6,0,65.9123287671233,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.07575104161846082,Grade E (Safe),No Action Required
0,66,63.3,4189.7,0,62.53283582089552,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.060780671683128284,Grade E (Safe),No Action Required
0,35,83.15,2848.45,0,79.1236111111111,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.633447152327663,Grade C (Medium Risk),Offer 10% Discount
0,29,84.9,2516.2,0,83.87333333333332,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.7560522914713903,Grade B (High Risk),Offer 15% Discount
0,2,20.55,33.6,0,11.2,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.24934410844109825,Grade E (Safe),No Action Required
0,4,49.25,208.45,0,41.69,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5546129811501251,Grade C (Medium Risk),Offer 10% Discount
0,25,79.85,2015.35,1,77.51346153846154,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6023824228481454,Grade C (Medium Risk),Offer 10% Discount
0,65,59.6,3739.8,0,56.66363636363637,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.026677487641113218,Grade E (Safe),No Action Required
1,27,104.65,2964.0,0,105.85714285714286,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0.4294129837483965,Grade D (Low Risk),Send Personalized Email
0,29,75.3,2263.4,0,75.44666666666667,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5328375368196303,Grade C (Medium Risk),Offer 10% Discount
0,29,80.1,2211.8,0,73.72666666666667,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2629825330561699,Grade E (Safe),No Action Required
0,1,19.55,19.55,1,9.775,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.598072925538943,Grade C (Medium Risk),Offer 10% Discount
0,20,81.0,1683.7,0,80.17619047619048,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.46800030792148345,Grade D (Low Risk),Send Personalized Email
0,58,24.7,1519.0,0,25.74576271186441,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.039685954101553955,Grade E (Safe),No Action Required
0,14,86.0,1164.05,0,77.60333333333332,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.5648736181508752,Grade C (Medium Risk),Offer 10% Discount
0,72,25.4,1710.9,0,23.436986301369863,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.016329717815398215,Grade E (Safe),No Action Required
0,46,89.15,4245.55,0,90.3308510638298,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.47329042921815584,Grade D (Low Risk),Send Personalized Email
0,71,58.25,4145.9,0,57.58194444444444,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0.03577669777324922,Grade E (Safe),No Action Required
0,32,85.65,2664.3,0,80.73636363636365,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.6427335089966594,Grade C (Medium Risk),Offer 10% Discount
0,26,50.35,1277.5,0,47.31481481481482,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0.3701058527551776,Grade D (Low Risk),Send Personalized Email
1,68,80.35,5589.3,0,81.00434782608696,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.3474893770751198,Grade D (Low Risk),Send Personalized Email
0,2,20.2,34.75,0,11.583333333333334,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.12595764280232843,Grade E (Safe),No Action Required
0,61,20.55,1305.95,0,21.06370967741936,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.013718030820539469,Grade E (Safe),No Action Required
0,4,85.95,381.3,1,76.26,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.8950185567624867,Grade B (High Risk),Offer 15% Discount
0,3,45.35,141.5,1,35.375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8063471385201111,Grade B (High Risk),Offer 15% Discount
1,33,94.5,3105.55,1,91.33970588235294,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.7791863605809211,Grade B (High Risk),Offer 15% Discount
1,9,21.25,204.55,0,20.455,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.26601630995147424,Grade E (Safe),No Action Required
0,22,26.25,605.9,0,26.343478260869563,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.10262626070257816,Grade E (Safe),No Action Required
0,5,80.85,356.1,0,59.35,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.7906203545227336,Grade B (High Risk),Offer 15% Discount
1,30,91.7,2758.15,1,88.97258064516129,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6006739594709328,Grade C (Medium Risk),Offer 10% Discount
0,65,74.2,4805.65,0,72.81287878787879,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.0661298546134435,Grade E (Safe),No Action Required
0,45,87.25,3941.7,1,85.6891304347826,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0.6820481070186324,Grade C (Medium Risk),Offer 10% Discount
0,5,20.35,92.75,0,15.458333333333334,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.20638862692186957,Grade E (Safe),No Action Required
0,25,75.5,1901.05,0,73.11730769230769,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6784089634445227,Grade C (Medium Risk),Offer 10% Discount
0,72,79.05,5730.7,0,78.5027397260274,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07694465837764236,Grade E (Safe),No Action Required
0,27,90.15,2423.4,0,86.55,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5448552194276617,Grade C (Medium Risk),Offer 10% Discount
0,32,50.6,1653.45,0,50.10454545454546,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.286800506672328,Grade E (Safe),No Action Required
0,30,110.45,3327.05,0,107.3241935483871,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0.3454338173299615,Grade D (Low Risk),Send Personalized Email
0,70,101.0,7085.5,0,99.79577464788731,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0.10243326481202471,Grade E (Safe),No Action Required
1,42,79.35,3344.1,0,77.76976744186047,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5449989137112675,Grade C (Medium Risk),Offer 10% Discount
1,72,89.85,6697.35,0,91.7445205479452,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.027804512793044786,Grade E (Safe),No Action Required
0,47,65.0,2879.9,0,59.99791666666667,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0.04302316369182893,Grade E (Safe),No Action Required
0,2,80.45,137.1,0,45.7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7135998783453976,Grade C (Medium Risk),Offer 10% Discount
0,10,98.55,1008.55,1,91.68636363636364,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.8392041381007246,Grade B (High Risk),Offer 15% Discount
0,61,24.1,1551.6,0,25.0258064516129,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.039434192254655887,Grade E (Safe),No Action Required
0,5,44.05,202.15,0,33.69166666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5957437841176905,Grade C (Medium Risk),Offer 10% Discount
1,72,110.8,7882.25,0,107.97602739726028,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0.10926193211868541,Grade E (Safe),No Action Required
1,72,114.95,8196.4,0,112.27945205479452,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.0447163645207949,Grade E (Safe),No Action Required
1,3,75.05,202.9,0,50.725,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7902521195943442,Grade B (High Risk),Offer 15% Discount
0,48,19.25,855.1,0,17.451020408163266,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.06981643948873564,Grade E (Safe),No Action Required
0,63,90.05,5817.0,0,90.890625,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.20124947679475003,Grade E (Safe),No Action Required
0,27,56.7,1652.95,0,59.033928571428575,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.23033151397011692,Grade E (Safe),No Action Required
0,70,80.15,5600.15,0,78.87535211267605,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0.05854811495986411,Grade E (Safe),No Action Required
0,7,71.35,515.75,0,64.46875,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.35703811081307785,Grade D (Low Risk),Send Personalized Email
0,0,20.25,1397.475,0,1397.475,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.1092738615541509,Grade E (Safe),No Action Required
0,2,90.35,190.5,0,63.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.6312582508516341,Grade C (Medium Risk),Offer 10% Discount
1,20,98.55,1842.8,1,87.75238095238095,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.8468844340078082,Grade B (High Risk),Offer 15% Discount
0,66,19.7,1253.8,0,18.713432835820896,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.05090927775431009,Grade E (Safe),No Action Required
0,3,19.85,57.2,0,14.3,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.24289381237941876,Grade E (Safe),No Action Required
0,15,85.9,1269.55,1,79.346875,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.7655058419263499,Grade B (High Risk),Offer 15% Discount
0,72,90.35,6563.4,0,89.90958904109588,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.07139139613439342,Grade E (Safe),No Action Required
0,1,20.8,20.8,0,10.4,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.6185521369118074,Grade C (Medium Risk),Offer 10% Discount
0,22,89.25,1907.85,1,82.95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.6948280284860132,Grade C (Medium Risk),Offer 10% Discount
0,3,70.3,208.85,1,52.2125,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8249774785699644,Grade B (High Risk),Offer 15% Discount
0,72,66.85,4758.8,0,65.18904109589042,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.058859361034341424,Grade E (Safe),No Action Required
0,65,19.9,1292.6,0,19.58484848484848,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.007552204368746036,Grade E (Safe),No Action Required
0,11,35.8,363.15,0,30.2625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.47682069502792035,Grade D (Low Risk),Send Personalized Email
0,22,78.85,1600.25,0,69.57608695652173,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5649317407680636,Grade C (Medium Risk),Offer 10% Discount
0,14,20.4,275.7,0,18.38,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.10634915807135004,Grade E (Safe),No Action Required
0,41,74.25,3089.1,0,73.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.5776082707006492,Grade C (Medium Risk),Offer 10% Discount
0,17,64.8,1175.6,0,65.3111111111111,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.1975879470470984,Grade E (Safe),No Action Required
0,11,20.45,237.3,0,19.775,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.1478009798020067,Grade E (Safe),No Action Required
0,15,93.35,1444.65,1,90.290625,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.8427220143956149,Grade B (High Risk),Offer 15% Discount
0,1,19.9,19.9,1,9.95,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.6464009314297536,Grade C (Medium Risk),Offer 10% Discount
0,5,88.9,454.15,1,75.69166666666666,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.8351266197923727,Grade B (High Risk),Offer 15% Discount
0,33,95.8,3036.75,1,89.31617647058823,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.6171769995486192,Grade C (Medium Risk),Offer 10% Discount
0,72,110.65,8065.65,0,110.48835616438356,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0.07135943507822884,Grade E (Safe),No Action Required
0,3,40.3,92.5,0,23.125,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.6001442235009861,Grade C (Medium Risk),Offer 10% Discount
0,2,82.0,184.65,1,61.55,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8878718985238203,Grade B (High Risk),Offer 15% Discount
0,59,107.0,6152.3,0,102.53833333333334,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0.3469765748447804,Grade D (Low Risk),Send Personalized Email
0,2,45.35,89.5,1,29.83333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7346507760291454,Grade C (Medium Risk),Offer 10% Discount
0,71,73.35,5154.5,0,71.59027777777777,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0.06539973040510738,Grade E (Safe),No Action Required
0,5,44.8,220.45,0,36.74166666666667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5448882919080195,Grade C (Medium Risk),Offer 10% Discount
0,27,54.75,1510.3,0,53.93928571428571,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25604057262545044,Grade E (Safe),No Action Required
0,1,52.2,52.2,1,26.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.7485017515038993,Grade C (Medium Risk),Offer 10% Discount
0,63,40.6,2588.95,0,40.45234375,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.08084469206017385,Grade E (Safe),No Action Required
1,46,110.0,4874.8,1,103.7191489361702,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.5529675254068447,Grade C (Medium Risk),Offer 10% Discount
0,72,55.3,3983.6,0,54.56986301369863,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.033577592874557825,Grade E (Safe),No Action Required
0,34,60.85,2003.6,0,57.245714285714286,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.14230248342445567,Grade E (Safe),No Action Required
0,24,78.4,1832.4,0,73.296,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0.25127569874195127,Grade E (Safe),No Action Required
0,72,69.65,4908.25,0,67.23630136986301,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.04158274420444185,Grade E (Safe),No Action Required
0,60,59.85,3590.2,0,58.85573770491803,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.026006583157625517,Grade E (Safe),No Action Required
0,68,76.9,5023.0,0,72.79710144927536,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0.2689281526293847,Grade E (Safe),No Action Required
0,8,19.85,146.6,0,16.288888888888888,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.07761995138194733,Grade E (Safe),No Action Required
0,34,67.65,2339.3,0,66.83714285714287,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.07763286720436652,Grade E (Safe),No Action Required
0,6,45.0,298.7,0,42.67142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.4982725010466151,Grade D (Low Risk),Send Personalized Email
0,2,64.2,143.65,0,47.88333333333333,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.42894365966562353,Grade D (Low Risk),Send Personalized Email
0,31,81.7,2548.65,0,79.6453125,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.2511132658867872,Grade E (Safe),No Action Required
0,20,25.55,507.4,0,24.16190476190476,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.13605841189339551,Grade E (Safe),No Action Required
0,1,20.0,20.0,0,10.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.6070070625996427,Grade C (Medium Risk),Offer 10% Discount
0,62,96.75,6125.4,1,97.22857142857144,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.5777166648456592,Grade C (Medium Risk),Offer 10% Discount
1,70,75.65,5411.4,0,76.2169014084507,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.17907669399948478,Grade E (Safe),No Action Required
0,10,98.5,1058.25,1,96.20454545454544,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0.889615927399398,Grade B (High Risk),Offer 15% Discount
0,39,23.8,903.8,0,22.595,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0.07480523403395309,Grade E (Safe),No Action Required
0,46,64.2,3009.5,0,64.03191489361703,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.08639745284961435,Grade E (Safe),No Action Required
0,6,85.35,489.45,1,69.92142857142856,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8689520132548976,Grade B (High Risk),Offer 15% Discount
